0.02.973.409 I 
Computing statistics for /mnt/raid0/llm/tmp/expert-routing-skew-glm52-20260717T-production-representative/expert-routing-skew.imatrix.gguf (1002 tensors)
0.02.973.414 I 
 Layer	       Tensor	          Σ(Act²)	  Min	            Max	           μ	   σ	 % Active	N	   Entropy	E (norm)	ZD	  CosSim
0.02.973.414 I =========================================================================================================================================================================
0.02.975.125 I    15	       5719.90	    8.6634%	0.5157
0.02.975.126 I    16	       6240.83	    8.9920%	0.4573
0.02.975.126 I    17	       7291.23	    8.6793%	0.3838
0.02.975.127 I    18	       9909.79	    8.6990%	0.3223
0.02.975.128 I    19	      11327.71	    8.2030%	0.3822
0.02.975.129 I    20	      12903.68	    9.0381%	0.2943
0.02.975.130 I    21	      15053.52	    8.5352%	0.3599
0.02.975.130 I    22	      16315.99	    8.4763%	0.3669
0.02.975.131 I    23	      17415.43	    8.4349%	0.4273
0.02.975.131 I    24	      19051.68	    9.3024%	0.5434
0.02.975.133 I    25	      20494.44	    9.4073%	0.5613
0.02.975.134 I    26	      21993.44	    9.7658%	0.5470
0.02.975.134 I    27	      26122.35	    9.3436%	0.4990
0.02.975.136 I    28	      29524.05	    9.5587%	0.4924
0.02.975.137 I    29	      32663.62	    9.1209%	0.4686
0.02.975.138 I    30	      36872.19	    9.0500%	0.4593
0.02.975.138 I    31	      43537.73	    9.4427%	0.4465
0.02.975.139 I    32	      46911.04	    9.6769%	0.3491
0.02.975.140 I    33	      53900.36	    9.3083%	0.3265
0.02.975.140 I    34	      57010.18	    9.0098%	0.3413
0.02.975.141 I    35	      60897.96	    9.4681%	0.4028
0.02.975.142 I    36	      64931.27	    9.0655%	0.4216
0.02.975.142 I    37	      68439.09	    9.2904%	0.3489
0.02.975.143 I    38	      74679.24	    9.4566%	0.3936
0.02.975.143 I    39	      78486.95	    9.7838%	0.3101
0.02.975.144 I    40	      81975.36	    9.4127%	0.3360
0.02.975.145 I    41	      86832.18	    9.4878%	0.3537
0.02.975.145 I    42	      91338.36	    8.9048%	0.3152
0.02.975.146 I    43	      98574.87	    9.1119%	0.2967
0.02.975.146 I    44	     102273.98	    9.0594%	0.4190
0.02.975.147 I    45	     111063.84	   10.1101%	0.3731
0.02.975.148 I    46	     117476.77	    9.0819%	0.4218
0.02.975.148 I    47	     123314.17	    9.4099%	0.3275
0.02.975.149 I    48	     124483.76	    9.3080%	0.4228
0.02.975.149 I    49	     133657.05	    9.1566%	0.3474
0.02.975.150 I    50	     142762.00	    9.9314%	0.2781
0.02.975.150 I    51	     147381.44	    8.9063%	0.3258
0.02.975.151 I    52	     159066.20	    9.8166%	0.4123
0.02.975.152 I    53	     161219.06	    9.7116%	0.3359
0.02.975.152 I    54	     169338.28	    9.7012%	0.3169
0.02.975.153 I    55	     176221.36	    9.9102%	0.3481
0.02.975.153 I    56	     182950.41	    9.8261%	0.3449
0.02.975.154 I    57	     187676.94	    9.3353%	0.2929
0.02.975.155 I    58	     197891.80	   10.1586%	0.3466
0.02.975.155 I    59	     204713.91	   10.1301%	0.3932
0.02.975.156 I    60	     215156.56	    9.9236%	0.3615
0.02.975.157 I    61	     220579.92	   10.2327%	0.3934
0.02.975.157 I    62	     230569.58	   10.1645%	0.4369
0.02.975.158 I    63	     242098.00	    9.5667%	0.3849
0.02.975.159 I    64	     250073.14	   10.0318%	0.4156
0.02.975.159 I    65	     253025.16	    9.1989%	0.4633
0.02.975.160 I    66	     274302.16	   10.0530%	0.4769
0.02.975.160 I    67	     288520.69	    9.3090%	0.3658
0.02.975.161 I    68	     305064.72	   10.4009%	0.3567
0.02.975.162 I    69	     323036.16	   10.0994%	0.3985
0.02.975.163 I    70	     336482.22	    9.8180%	0.3589
0.02.975.163 I    71	     359396.44	   10.4240%	0.3901
0.02.975.164 I    72	     406126.03	   10.3378%	0.4019
0.02.975.165 I    73	     417724.53	   10.4378%	0.4726
0.02.975.165 I    74	     436031.06	   10.1090%	0.5228
0.02.975.166 I    75	     425204.91	   10.0458%	0.5396
0.02.975.167 I    76	     353676.12	   10.4380%	0.5029
0.02.975.168 I    77	     245687.92	    7.8987%	0.4583
0.02.975.168 I 
